emp_no,first_name,last_name,title,from_date,salary
296428,Charmane,Simmen,Staff,1989-03-07,62557
296687,Palash,Spieker,Senior Staff,1996-05-10,40000
296610,Pranav,Berztiss,Senior Engineer,1990-10-06,40000
296687,Palash,Spieker,Staff,1991-05-11,40000
296962,Wilmer,Luke,Technique Leader,1987-02-13,40000
296621,Bokyung,Plump,Technique Leader,1986-07-05,40000
296718,Kamakshi,Bahl,Senior Engineer,1987-12-22,40000
297431,Cathie,Ratnakar,Senior Staff,1996-06-23,58600
297008,Boutros,Awdeh,Staff,1985-11-07,71265
297232,Lokesh,Saoudi,Senior Staff,1999-05-25,56647
297243,Tesuya,Mansanne,Senior Staff,1993-10-08,40000
297474,Irena,Terkki,Staff,1998-03-11,44241
297905,Marc,Bahl,Assistant Engineer,1997-06-18,40000
297954,Sailaja,Fujisaki,Assistant Engineer,1995-07-24,40000
297804,Vasilis,Ginneken,Engineer,1985-09-13,57501
298479,Kamakshi,Badache,Staff,1996-06-11,94749
298339,King,Benzmuller,Engineer,1986-09-04,40000
298339,King,Benzmuller,Senior Engineer,1995-09-04,40000
298577,Florina,Litecky,Senior Staff,1994-12-02,75632
298577,Florina,Litecky,Staff,1985-12-02,75632
299346,Fumitake,Sichman,Senior Staff,1991-02-21,40000
298953,Zita,Syang,Staff,1998-12-29,56226
299718,Denny,Shobatake,Senior Staff,2002-06-22,40000
299580,Luisa,Itzfeldt,Engineer,1997-01-23,49708
299718,Denny,Shobatake,Staff,1997-06-22,40000
299737,Patricio,Itzfeldt,Senior Staff,1994-05-21,75091
299737,Patricio,Itzfeldt,Staff,1985-05-21,75091
400344,Yishai,Sessa,Engineer,1996-08-21,47625
400046,Hilari,Christ,Senior Staff,1991-01-19,40000
400358,Angus,Jullig,Engineer,1989-04-13,65485
400358,Angus,Jullig,Senior Engineer,1997-04-13,65485
400780,Poornachandra,Asser,Engineer,1993-11-07,40000
400683,Kamakshi,Manders,Staff,1995-08-05,65023
400796,Bodo,Halevi,Engineer,1996-05-30,40000
401278,Oguz,Schurmann,Assistant Engineer,1986-11-11,62122
401154,Danae,Kragelund,Senior Staff,1993-05-19,40000
401154,Danae,Kragelund,Staff,1987-05-20,40000
401364,Pranay,Kambil,Senior Staff,1999-07-30,82014
401278,Oguz,Schurmann,Engineer,1995-11-11,62122
401333,Martins,Shokrollahi,Engineer,1986-11-04,40000
401420,Florian,Uhrig,Senior Staff,1987-01-31,40000
401333,Martins,Shokrollahi,Senior Engineer,1991-11-04,40000
401574,Yannik,Falco,Technique Leader,1988-01-15,52475
402025,Shigehito,Duclos,Engineer,1987-09-20,50425
402025,Shigehito,Duclos,Senior Engineer,1992-09-19,50425
402223,Fai,Breugel,Staff,1995-02-27,73729
402664,Subhada,Janetzko,Senior Engineer,1987-01-25,43122
402102,Kersti,Granlund,Engineer,1995-03-19,40000
402718,Jeanna,Rettelbach,Engineer,1990-02-14,58377
402718,Jeanna,Rettelbach,Senior Engineer,1996-02-14,58377
403010,Toshimitsu,Sluis,Senior Engineer,1985-02-18,59167
402827,Weidon,Pollacia,Senior Staff,1996-02-27,53483
402827,Weidon,Pollacia,Staff,1988-02-27,53483
403455,Marko,Velardi,Engineer,1992-11-22,40063
403237,Muneo,Gunderson,Engineer,1985-12-08,44003
403237,Muneo,Gunderson,Senior Engineer,1992-12-08,44003
403455,Marko,Velardi,Senior Engineer,1997-11-22,40063
403644,Krisda,Hainaut,Senior Staff,2000-07-07,40000
403621,Deborah,Kaminger,Senior Staff,1997-06-04,52532
403621,Deborah,Kaminger,Staff,1988-06-04,52532
403644,Krisda,Hainaut,Staff,1995-07-08,40000
404573,Eberhardt,Spelt,Staff,1997-07-05,40000
403954,Jeanna,Bratten,Engineer,1990-07-26,40000
403954,Jeanna,Bratten,Senior Engineer,1997-07-26,40000
404018,Valery,Babb,Senior Engineer,1998-10-19,55622
404236,Zengping,Kakkar,Engineer,1988-07-22,43423
404236,Zengping,Kakkar,Senior Engineer,1996-07-22,43423
404462,Anestis,Setlzner,Engineer,1985-07-13,40194
404462,Anestis,Setlzner,Senior Engineer,1991-07-13,40194
404755,Manu,Junet,Senior Staff,1996-04-19,55120
404755,Manu,Junet,Staff,1991-04-20,55120
404788,Basem,Beausoleil,Engineer,1998-03-16,50754
404879,Jeanne,Kaminger,Engineer,1987-07-21,40000
405015,Morris,Fargier,Senior Staff,1996-06-29,72535
405015,Morris,Fargier,Staff,1988-06-29,72535
405063,Yechezkel,Yurov,Senior Engineer,1998-11-30,67423
405372,Masami,Merro,Senior Staff,1996-09-23,40000
405372,Masami,Merro,Staff,1988-09-23,40000
406125,Georgi,Portugali,Technique Leader,1987-09-27,40000
406239,Marek,Tomescu,Engineer,1995-05-15,40000
406239,Marek,Tomescu,Senior Engineer,2002-05-15,40000
406249,Naraig,Snyers,Senior Engineer,1986-12-03,59211
406299,Kitty,Kolvik,Engineer,1991-10-07,57332
406537,Martien,Ranum,Senior Engineer,1993-03-15,40000
406564,Parviz,Picco,Engineer,1995-04-16,42716
406714,Malu,Ossenbruggen,Senior Staff,1994-11-21,40000
406714,Malu,Ossenbruggen,Staff,1986-11-21,40000
406847,Alexius,Crouzet,Staff,1999-10-05,65556
407522,Tommaso,Raczkowsky,Staff,1996-08-29,53708
407837,Fei,Erez,Engineer,1986-10-15,47359
407837,Fei,Erez,Senior Engineer,1991-10-15,47359
408019,Shridhar,Chleq,Assistant Engineer,1986-03-22,46019
408019,Shridhar,Chleq,Engineer,1991-03-22,46019
408019,Shridhar,Chleq,Senior Engineer,1996-03-21,46019
408417,Tsz,Daescu,Staff,1994-01-29,50677
408114,Geoffrey,Ladret,Engineer,1994-01-03,75323
408163,Irene,Sethi,Senior Engineer,1996-09-06,67566
408435,Bikash,Vilarrasa,Staff,1999-03-26,89802
408437,Uno,Solares,Senior Staff,1999-09-22,59806
408437,Uno,Solares,Staff,1994-09-22,59806
408447,Mayuri,Werthner,Senior Staff,1999-08-19,65539
408447,Mayuri,Werthner,Staff,1990-08-19,65539
408654,Yongqiao,Cochrane,Senior Staff,1991-10-27,47427
408654,Yongqiao,Cochrane,Staff,1986-10-27,47427
409112,Sahrah,Mitchem,Senior Staff,2000-03-27,56245
408953,Jolita,Claffy,Senior Engineer,1993-12-24,40000
409391,Willard,Verspoor,Engineer,1999-02-28,40675
409112,Sahrah,Mitchem,Staff,1991-03-28,56245
409712,Etsuo,Andreotta,Engineer,1992-03-28,49437
409712,Etsuo,Andreotta,Senior Engineer,2000-03-28,49437
409898,Divier,Ishibashi,Engineer,1989-09-22,60860
409798,Dekang,Tsunoo,Technique Leader,1995-01-19,55643
409898,Divier,Ishibashi,Senior Engineer,1994-09-22,60860
409805,Frazer,Candan,Senior Engineer,1999-03-05,60575
410433,Kazuhisa,Riesenhuber,Senior Engineer,1992-10-06,49038
410028,Xiadong,McClurg,Senior Staff,1994-09-17,40000
410028,Xiadong,McClurg,Staff,1985-09-17,40000
410703,Kitty,Halloran,Staff,1997-11-20,88799
410372,Duri,Mitina,Engineer,1990-03-04,40608
410372,Duri,Mitina,Senior Engineer,1995-03-04,40608
410592,Tonia,Shigei,Staff,1993-03-13,61978
410616,Gudjon,Kalorkoti,Engineer,1994-04-14,40000
410616,Gudjon,Kalorkoti,Senior Engineer,1999-04-14,40000
410881,Koichi,Grabner,Senior Engineer,1990-04-24,40000
411727,Weiwu,Lamma,Staff,1997-11-05,86189
410804,Ronnie,Denos,Engineer,1992-06-08,49617
410804,Ronnie,Denos,Senior Engineer,1997-06-08,49617
411070,Otmar,Brandsma,Engineer,1987-05-28,41389
411070,Otmar,Brandsma,Senior Engineer,1992-05-27,41389
411082,Martine,Cangellaris,Engineer,1992-04-28,40987
411082,Martine,Cangellaris,Senior Engineer,1998-04-28,40987
411143,Goncalo,Barbanera,Senior Staff,1996-09-01,87814
411906,Anneli,Pappas,Engineer,1998-07-04,51122
412315,Geoff,Peck,Staff,1999-01-08,63072
413205,Mototsugu,Prampolini,Senior Staff,1988-06-12,82766
412404,Mitsuyuki,Jeansoulin,Senior Engineer,1999-10-28,75569
412757,Leen,Peak,Engineer,1999-11-20,40000
413098,Hsiangchu,Taubenfeld,Senior Staff,1999-04-17,45619
413098,Hsiangchu,Taubenfeld,Staff,1993-04-17,45619
413666,Remco,Duclos,Senior Staff,1996-04-18,62764
413554,Elvia,Schwartzburd,Engineer,1991-10-16,65793
413666,Remco,Duclos,Staff,1988-04-18,62764
413831,Mohamadou,Grabner,Senior Staff,1998-11-25,40444
413729,Harjit,Ernst,Technique Leader,1992-04-26,40000
413831,Mohamadou,Grabner,Staff,1991-11-25,40444
413832,Marco,Jahnichen,Senior Staff,1995-03-28,40000
414027,Tadanori,Msuda,Engineer,1988-11-06,40000
414027,Tadanori,Msuda,Senior Engineer,1997-11-06,40000
414091,Wuxu,Kuhnemann,Engineer,1997-08-19,40000
414461,Somnath,Bierbaum,Senior Staff,1996-12-05,52506
414662,Ipke,Schneeberger,Engineer,1985-09-20,52170
414543,Bernd,Anick,Senior Engineer,1988-11-19,68487
414551,Elliott,Copas,Engineer,1994-09-13,41620
414551,Elliott,Copas,Senior Engineer,1999-09-13,41620
414662,Ipke,Schneeberger,Senior Engineer,1994-09-20,52170
414808,Aris,Sambasivam,Engineer,1988-02-21,40000
414808,Aris,Sambasivam,Senior Engineer,1993-02-20,40000
414814,Dayanand,Wielonsky,Staff,1999-02-15,43223
414714,Chinho,Delgrande,Senior Staff,1996-11-07,47105
414897,Juyoung,Willoner,Senior Staff,1994-11-03,69580
415187,Juyoung,Peltason,Assistant Engineer,1998-09-01,57432
414897,Juyoung,Willoner,Staff,1989-11-03,69580
414922,Prasadram,Piazza,Engineer,1987-06-05,59975
414922,Prasadram,Piazza,Senior Engineer,1992-06-04,59975
415338,Shigeo,Emmart,Assistant Engineer,1995-12-24,40000
415234,Ewing,Baak,Engineer,1993-10-05,52502
415363,Conal,Shackell,Senior Staff,1993-01-25,56789
415363,Conal,Shackell,Staff,1986-01-25,56789
415563,Mrinalini,Bierbaum,Engineer,1986-03-12,51477
415563,Mrinalini,Bierbaum,Senior Engineer,1994-03-12,51477
416074,Alain,Lieberherr,Engineer,1987-05-11,40000
416074,Alain,Lieberherr,Senior Engineer,1996-05-10,40000
416383,Nectarios,Itschner,Engineer,1990-03-02,57970
416383,Nectarios,Itschner,Senior Engineer,1996-03-01,57970
416420,Adamantios,Heemskerk,Senior Staff,1986-08-08,57583
416455,Laurentiu,Morton,Engineer,1998-12-21,44583
416660,Nathalie,Luke,Assistant Engineer,1987-09-16,40000
416492,Kannan,Meriste,Senior Engineer,1992-08-12,40000
416660,Nathalie,Luke,Engineer,1992-09-15,40000
416660,Nathalie,Luke,Senior Engineer,1997-09-15,40000
416877,Gio,Orsini,Senior Staff,1993-12-07,82181
416720,Tokuyasu,Xiaoshan,Engineer,1991-09-19,50877
416720,Tokuyasu,Xiaoshan,Senior Engineer,1998-09-19,50877
416877,Gio,Orsini,Staff,1988-12-07,82181
416892,Shooichi,Vandervoorde,Engineer,1996-08-16,55754
417128,Valeska,Rosenbaum,Senior Engineer,1994-05-18,40000
418380,Kazuhiko,Gornas,Senior Engineer,1993-05-20,41525
417435,Bouchung,Zaumen,Senior Staff,1999-01-29,88979
418239,Josyula,Motley,Senior Engineer,1992-09-05,65620
418247,Oscar,Oppitz,Senior Staff,2001-06-29,58604
418247,Oscar,Oppitz,Staff,1995-06-30,58604
418689,Gino,Uehara,Senior Staff,1988-02-17,61930
418298,Arvin,Pusterhofer,Engineer,1995-03-02,40000
418298,Arvin,Pusterhofer,Senior Engineer,2002-03-02,40000
418309,Danel,Petereit,Engineer,1985-02-21,47095
418309,Danel,Petereit,Senior Engineer,1994-02-21,47095
418717,Arunachalam,Magliocco,Senior Staff,1992-12-22,67967
418566,Kazuhide,Snedden,Senior Engineer,1996-06-14,62954
418717,Arunachalam,Magliocco,Staff,1987-12-23,67967
420557,Mabhin,Eastman,Senior Staff,1994-08-02,82355
418606,Michaela,Otillio,Engineer,1994-01-05,41390
418860,Ymte,Dalton,Senior Staff,1997-11-22,51181
418860,Ymte,Dalton,Staff,1992-11-22,51181
419099,Heon,Broomell,Staff,1998-05-06,96271
419388,Nikolaos,Bamford,Engineer,1986-02-25,53853
419388,Nikolaos,Bamford,Senior Engineer,1991-02-25,53853
419953,Ung,Orlowski,Senior Staff,1998-07-22,60803
419953,Ung,Orlowski,Staff,1991-07-22,60803
420086,Susuma,Kitsuregawa,Engineer,1985-05-28,48457
420086,Susuma,Kitsuregawa,Senior Engineer,1993-05-28,48457
420476,Mariangiola,Bolsens,Senior Staff,1994-06-15,40000
420557,Mabhin,Eastman,Staff,1989-08-02,82355
420476,Mariangiola,Bolsens,Staff,1985-06-15,40000
420681,Atilio,Rajala,Technique Leader,1999-12-01,47291
420694,Frazer,Barbanera,Senior Staff,1991-11-04,40000
420599,Hidde,Riexinger,Engineer,1986-11-18,40000
420599,Hidde,Riexinger,Senior Engineer,1995-11-18,40000
420694,Frazer,Barbanera,Staff,1986-11-04,40000
420732,Willard,Morrin,Senior Staff,2001-05-27,59288
420732,Willard,Morrin,Staff,1996-05-27,59288
420877,Khosrow,Erez,Senior Staff,1996-02-11,48689
420877,Khosrow,Erez,Staff,1990-02-11,48689
420921,Niranjan,Lamba,Staff,1997-11-16,69690
420759,Raimond,Solovay,Staff,1997-10-03,55608
420765,Shawna,Krider,Senior Staff,1997-03-09,78825
420765,Shawna,Krider,Staff,1990-03-09,78825
421074,Zhaofang,Falster,Senior Staff,1999-06-29,72554
421022,Shigeaki,Butner,Senior Staff,1996-07-13,67327
421033,Garnik,Randt,Senior Staff,1994-12-23,87795
421033,Garnik,Randt,Staff,1989-12-23,87795
421039,Aemilian,Zedlitz,Engineer,1988-12-23,50978
421074,Zhaofang,Falster,Staff,1994-06-29,72554
421312,Mariangiola,Bashian,Engineer,1999-09-18,40000
421755,Shichao,Thiria,Assistant Engineer,1989-01-11,49914
421384,Renny,Bednarek,Senior Staff,1995-06-01,40000
421384,Renny,Bednarek,Staff,1987-06-01,40000
421755,Shichao,Thiria,Engineer,1995-01-11,49914
421755,Shichao,Thiria,Senior Engineer,2001-01-10,49914
422146,Kenton,Miara,Engineer,1999-05-14,40000
422263,Abdulah,Remmele,Staff,1992-09-24,40000
422783,Jagoda,Uhrig,Engineer,1995-09-01,40000
422450,Junichi,Rubsam,Senior Engineer,1988-10-30,40000
423038,Takushi,Strehl,Senior Staff,1988-10-04,60743
423204,Uma,Stranks,Senior Staff,1996-09-12,64505
423204,Uma,Stranks,Staff,1991-09-13,64505
423208,Joydip,Krone,Engineer,1995-02-08,58830
423214,Tsutomu,Tetzlaff,Senior Staff,1993-09-23,67902
423214,Tsutomu,Tetzlaff,Staff,1987-09-24,67902
423350,Heping,Monarch,Senior Staff,1993-04-15,45927
423350,Heping,Monarch,Staff,1988-04-15,45927
423516,Wojceich,Butterworth,Senior Engineer,1996-08-29,52784
423327,Constantijn,Lichtman,Senior Staff,2001-06-26,79684
423327,Constantijn,Lichtman,Staff,1994-06-26,79684
423993,Seshu,Kolvik,Technique Leader,1988-12-09,40000
423633,Mariusz,Tokunaga,Senior Engineer,1985-02-11,51147
424569,Danco,Luff,Engineer,1997-10-30,67193
424584,Kagan,Dredge,Engineer,1994-02-26,49152
424584,Kagan,Dredge,Senior Engineer,2000-02-26,49152
424797,Theron,Itschner,Senior Staff,1993-05-16,99526
424797,Theron,Itschner,Staff,1985-05-16,99526
424805,Jacqueline,Zallocco,Senior Staff,1994-12-17,81079
424805,Jacqueline,Zallocco,Staff,1987-12-17,81079
424845,Salvador,Peres,Staff,1995-04-24,51843
424685,Changho,Veevers,Senior Staff,1997-03-03,44053
425535,Alagu,Vieri,Senior Staff,1992-08-22,80858
424714,Nathan,Vendrig,Engineer,1990-08-20,40000
424930,Xuejun,Reeker,Senior Staff,1997-11-18,48452
424930,Xuejun,Reeker,Staff,1988-11-18,48452
424984,Vasilis,Waleschkowski,Engineer,1996-05-26,40000
425535,Alagu,Vieri,Staff,1986-08-23,80858
425540,Paddy,Zumaque,Senior Staff,1995-11-12,53256
425780,Paris,Range,Staff,1989-10-25,65037
425437,Moni,Staudhammer,Engineer,1999-03-23,43287
425830,Guther,Conia,Engineer,1999-02-13,63504
425875,Jahangir,Kroft,Senior Staff,1995-06-11,41046
425875,Jahangir,Kroft,Staff,1990-06-11,41046
426153,Shahaf,Luce,Senior Staff,1999-04-06,74658
425757,Yongdong,Jiang,Senior Staff,1990-10-13,65128
425780,Paris,Range,Senior Staff,1997-10-25,65037
426228,Supot,Badache,Engineer,1996-08-17,48175
426235,Danco,Rajala,Senior Staff,1996-03-28,46445
426235,Danco,Rajala,Staff,1991-03-29,46445
426168,Kaijung,Mateescu,Senior Staff,1992-11-17,51634
426168,Kaijung,Mateescu,Staff,1987-11-18,51634
426683,Xudong,Muntz,Engineer,1991-03-08,50855
426706,Karsten,Kawashima,Engineer,1994-03-15,52496
426611,Serap,Bahi,Engineer,1986-05-15,40000
426644,Zejun,Broomell,Engineer,1995-01-19,66298
426644,Zejun,Broomell,Senior Engineer,2002-01-19,66298
426706,Karsten,Kawashima,Senior Engineer,1999-03-15,52496
426958,Weijing,Viele,Engineer,1985-10-03,55729
426795,Huican,Lunn,Senior Staff,1991-07-23,48445
426795,Huican,Lunn,Staff,1986-07-23,48445
426818,Gaurav,Fendler,Senior Staff,1997-02-14,40000
426818,Gaurav,Fendler,Staff,1992-02-15,40000
426819,Sandeepan,Kulisch,Engineer,1997-05-16,51809
426824,Gopalakrishnan,Mawatari,Senior Staff,1993-10-29,58680
426824,Gopalakrishnan,Mawatari,Staff,1988-10-29,58680
426958,Weijing,Viele,Senior Engineer,1993-10-03,55729
428160,Jamaludin,Kalorkoti,Senior Staff,2001-07-14,62732
427313,Utpal,Kemmerer,Senior Staff,1991-12-04,40000
427313,Utpal,Kemmerer,Staff,1986-12-04,40000
427320,Mamdouh,Ramamoorthy,Senior Engineer,2000-01-13,53985
427332,Feiyu,Hemaspaandra,Staff,1995-06-04,50549
427571,Torsten,Ranta,Engineer,1987-12-11,55037
427571,Torsten,Ranta,Senior Engineer,1996-12-10,55037
427659,Mariusz,Ritcey,Engineer,1987-03-16,81017
427776,Jaques,Navazio,Senior Staff,1998-04-03,83358
427776,Jaques,Navazio,Staff,1989-04-04,83358
427805,Haldun,Compeau,Senior Staff,1997-10-15,66766
427823,Jaques,Gecsei,Staff,1999-07-13,46107
427852,Adil,Kieras,Senior Engineer,1992-07-20,48349
428082,Ronghao,Alpin,Senior Staff,2000-09-10,40000
428082,Ronghao,Alpin,Staff,1991-09-11,40000
428160,Jamaludin,Kalorkoti,Staff,1993-07-14,62732
428294,Nimmagadda,Kusakari,Engineer,1992-09-29,40000
428195,Hatsukazu,Rosca,Senior Staff,1991-10-13,63119
428195,Hatsukazu,Rosca,Staff,1986-10-13,63119
428219,Ghassan,Androutsos,Senior Staff,1993-12-25,84926
428219,Ghassan,Androutsos,Staff,1987-12-26,84926
428235,Chenyi,Demian,Senior Engineer,1988-06-29,61797
428917,Theron,Billawala,Assistant Engineer,1989-02-17,40000
428917,Theron,Billawala,Engineer,1995-02-17,40000
428917,Theron,Billawala,Senior Engineer,2001-02-16,40000
429040,Bader,Detkin,Staff,1993-10-24,62602
429231,Kazuyasu,Schmiedel,Senior Staff,1991-09-07,85371
429087,Hugh,Senzako,Technique Leader,1992-10-15,51383
429249,Alassane,Wolniewicz,Engineer,1986-10-06,40000
429231,Kazuyasu,Schmiedel,Staff,1985-09-07,85371
429249,Alassane,Wolniewicz,Senior Engineer,1993-10-06,40000
429238,Mona,Luck,Senior Staff,1989-05-11,98463
429316,Seshu,Hiraishi,Senior Staff,2001-08-10,40000
429381,Limsoon,Roohalamini,Senior Staff,1992-11-25,75021
429316,Seshu,Hiraishi,Staff,1994-08-10,40000
429481,Subhada,Emmerich,Engineer,1996-03-06,50310
429381,Limsoon,Roohalamini,Staff,1986-11-26,75021
429520,Yongqiao,Francisci,Engineer,1999-12-01,64463
429532,Bartek,Vendrig,Senior Staff,1996-11-11,68137
429532,Bartek,Vendrig,Staff,1991-11-12,68137
429553,Tadanori,Fujisawa,Technique Leader,1999-08-07,57263
429569,Fumiya,Chappelet,Assistant Engineer,1992-09-03,47441
429569,Fumiya,Chappelet,Engineer,1999-09-04,47441
429703,Ung,Honglei,Senior Staff,1993-09-02,40000
429703,Ung,Honglei,Staff,1986-09-02,40000
429756,Jiann,Hofmeyr,Staff,1992-02-03,72633
429419,Adas,Chinen,Senior Staff,1998-01-04,41687
429899,Ranan,Marsiglia,Staff,1999-08-13,40554
429954,Renny,Gladwell,Staff,1999-02-27,77431
430054,Erzsebet,Setiz,Engineer,1993-06-10,91507
430054,Erzsebet,Setiz,Senior Engineer,1998-06-10,91507
429419,Adas,Chinen,Staff,1993-01-04,41687
430891,Khalil,Gien,Senior Engineer,1991-08-06,68320
430558,Xiong,Roisin,Engineer,1988-03-01,40000
430558,Xiong,Roisin,Senior Engineer,1995-03-02,40000
430593,Janalee,Lanzelotte,Senior Staff,1997-12-01,40000
430631,Kersti,Marsiglia,Engineer,1994-02-19,55205
430981,Amabile,Koyama,Senior Staff,1990-07-25,40000
430981,Amabile,Koyama,Staff,1985-07-25,40000
431353,Bedir,Reeken,Senior Staff,1991-02-17,56951
431576,Masamitsu,Back,Senior Staff,1994-03-25,76741
431576,Masamitsu,Back,Staff,1987-03-25,76741
431759,Alassane,Ramsay,Engineer,1987-11-05,44859
431657,Visit,Thiran,Engineer,1986-11-14,40000
431657,Visit,Thiran,Senior Engineer,1991-11-14,40000
432031,Adamantios,Matzat,Senior Staff,1993-02-28,60534
431882,Hideo,Varman,Engineer,1997-06-19,53101
431887,Poorav,Ranst,Senior Engineer,1996-06-01,44157
432031,Adamantios,Matzat,Staff,1987-03-01,60534
432034,Arfst,Uehara,Senior Staff,1993-11-15,50138
432257,Kwangjo,Hiltgen,Engineer,1998-12-22,84748
432089,Irena,Gulla,Senior Engineer,1989-12-30,56890
432121,Alair,Straney,Senior Staff,1992-11-14,40000
432121,Alair,Straney,Staff,1986-11-15,40000
432261,Arve,Bergere,Engineer,1987-07-28,73145
432261,Arve,Bergere,Senior Engineer,1994-07-28,73145
432523,Takahiro,Maquelin,Engineer,1997-07-21,77172
432399,Nitsan,Nollmann,Engineer,1990-09-10,40000
432399,Nitsan,Nollmann,Senior Engineer,1996-09-09,40000
432665,Flemming,Driscoll,Engineer,1991-06-28,42199
432665,Flemming,Driscoll,Senior Engineer,1999-06-28,42199
432890,Nalini,Perly,Senior Engineer,1999-03-07,56269
432787,Toshiko,Ibel,Senior Engineer,1996-11-23,41515
433059,Bojan,Montresor,Staff,1995-02-04,83650
433157,Tomofumi,Serna,Staff,1999-10-23,84693
432956,Qunsheng,Birrer,Senior Staff,1994-05-13,59603
432956,Qunsheng,Birrer,Staff,1986-05-13,59603
433640,Monique,Baer,Senior Staff,1987-12-12,60932
433260,Make,Olivero,Assistant Engineer,1991-06-01,40000
433260,Make,Olivero,Engineer,1998-06-01,40000
433438,Keiichiro,Miyakawa,Senior Staff,2000-09-12,86599
433438,Keiichiro,Miyakawa,Staff,1993-09-12,86599
433465,Wonhee,Benveniste,Senior Staff,1985-12-21,40000
434936,Sahrah,Rosis,Engineer,1994-06-24,54397
434384,Greger,Babb,Senior Staff,1995-11-06,46939
434936,Sahrah,Rosis,Senior Engineer,2000-06-23,54397
434845,Takushi,Skogmar,Senior Staff,1991-06-07,56010
435026,Shim,Versino,Senior Engineer,1986-08-20,46644
434845,Takushi,Skogmar,Staff,1985-06-07,56010
435042,Brigham,Borstler,Staff,1995-10-09,55687
435060,Moie,Lieblein,Staff,1996-07-12,48951
435226,Yinghua,Panwar,Senior Staff,1994-06-11,40178
435181,Kazuhide,Fiutem,Senior Staff,1998-05-10,40000
435181,Kazuhide,Fiutem,Staff,1992-05-10,40000
435289,Feixiong,Schurmann,Senior Staff,1993-02-14,78074
435305,Berthier,Pramanik,Senior Staff,1999-01-23,61083
435289,Feixiong,Schurmann,Staff,1987-02-15,78074
435305,Berthier,Pramanik,Staff,1993-01-23,61083
435588,Genta,Pepe,Senior Staff,2002-04-12,40000
435357,Jaques,Standera,Engineer,1997-10-02,54147
435370,Conal,Basart,Senior Staff,1991-05-17,56330
435588,Genta,Pepe,Staff,1994-04-12,40000
435664,Sham,Chiodo,Senior Engineer,1997-07-28,40000
435602,Dietrich,Kranzdorf,Senior Staff,2001-10-04,70591
435602,Dietrich,Kranzdorf,Staff,1992-10-04,70591
436558,Subir,Greibach,Senior Engineer,1992-05-24,59648
435774,Olivera,Bharadwaj,Senior Staff,2001-04-01,62182
435774,Olivera,Bharadwaj,Staff,1992-04-01,62182
435791,Hercules,Speer,Engineer,1994-03-07,41333
435791,Hercules,Speer,Senior Engineer,1999-03-07,41333
436915,Feixiong,Haraldson,Staff,1998-10-11,40000
437276,Dines,DeMori,Senior Staff,1994-12-07,52997
436797,Ohad,Henders,Senior Staff,1996-11-02,47748
436797,Ohad,Henders,Staff,1990-11-03,47748
436827,Wojceich,Limongiello,Senior Staff,1988-03-10,42069
437276,Dines,DeMori,Staff,1987-12-07,52997
437724,Erez,Luft,Staff,1994-12-14,53468
437369,Kazuhide,Biran,Senior Staff,1995-01-25,44053
437395,Sumant,Thambidurai,Senior Staff,2000-01-02,75620
437395,Sumant,Thambidurai,Staff,1994-01-02,75620
437870,Kerhong,Lorho,Staff,1995-06-18,65132
438158,Shaw,Varman,Senior Engineer,1994-12-16,63411
438723,Charlene,Verspoor,Assistant Engineer,1992-03-16,90322
438038,Lena,Giaccio,Senior Staff,1999-03-17,77091
438264,Rasikan,Barreiro,Senior Staff,2000-09-26,42706
438264,Rasikan,Barreiro,Staff,1991-09-27,42706
438557,Lidong,Swist,Engineer,1999-09-16,40000
438723,Charlene,Verspoor,Engineer,2000-03-16,90322
439905,Kousuke,Levasseur,Senior Staff,1996-03-15,56753
439377,Mari,Plessier,Senior Engineer,1997-07-04,40000
439905,Kousuke,Levasseur,Staff,1990-03-16,56753
439924,Gunilla,Kisuki,Senior Staff,2000-08-13,81991
439924,Gunilla,Kisuki,Staff,1994-08-14,81991
440325,Douadi,Sullins,Senior Staff,1999-09-25,70248
440642,Snehasis,Kalsbeek,Senior Staff,1997-01-05,96916
440435,Sandeepan,Rosti,Senior Engineer,1991-11-26,40000
440450,Tzvetan,Scharstein,Senior Staff,1999-06-16,42474
440450,Tzvetan,Scharstein,Staff,1994-06-16,42474
440642,Snehasis,Kalsbeek,Staff,1988-01-06,96916
440870,Filipp,Hasham,Senior Staff,1999-07-11,40000
440870,Filipp,Hasham,Staff,1990-07-11,40000
440997,Manton,Schapiro,Senior Staff,1991-03-26,58036
440937,Fabrizio,Usery,Senior Staff,1999-10-14,55815
440937,Fabrizio,Usery,Staff,1992-10-13,55815
441197,Miquel,Legleitner,Senior Staff,1993-06-28,56738
441197,Miquel,Legleitner,Staff,1985-06-28,56738
441536,Chinho,Collette,Senior Engineer,1990-08-07,40000
442002,Ravishankar,Baig,Senior Staff,2000-03-17,72966
441651,Aimee,Billawala,Engineer,1989-02-20,43508
442002,Ravishankar,Baig,Staff,1992-03-17,72966
442096,Martijn,DiGiano,Senior Engineer,1990-06-15,52432
441954,Leszek,Marchegay,Engineer,1999-06-13,42564
441965,Claudi,Heijenga,Senior Staff,1994-08-30,40000
441965,Claudi,Heijenga,Staff,1988-08-30,40000
442312,Zengping,Cusworth,Engineer,1991-06-07,50796
442312,Zengping,Cusworth,Senior Engineer,1997-06-06,50796
442490,Navid,Luke,Engineer,1994-10-17,90851
442700,Siddarth,Masada,Staff,1997-08-11,52753
442653,Mona,Hebden,Engineer,1995-10-20,64003
